param_alpha,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_momentum,split0_test_score,rank_test_score,split0_train_score
1E-05,"(100, 50)",adaptive,0.01,0.7,0.76,722,0.9
1E-05,"(75, 75)",constant,0.01,0.8,0.76,722,0.9
1E-05,"(25, 100)",adaptive,0.01,0.8,0.76,722,0.9
1E-06,25,adaptive,0.01,0.9,0.76,722,0.9
1E-06,"(100, 100)",adaptive,0.001,1,0.76,722,0.9
1E-07,"(75, 75)",adaptive,0.001,1,0.76,722,0.9
1E-07,"(50, 75)",adaptive,0.005,0.9,0.76,722,0.9
0,"(50, 100)",constant,0.01,0.8,0.76,722,0.9
0.0001,"(100, 75)",adaptive,0.001,1,0.76,722,0.89
1E-05,"(75, 50)",adaptive,0.01,0.8,0.76,722,0.89
1E-06,"(25, 100)",constant,0.005,0.9,0.76,722,0.89
1E-07,"(75, 50)",constant,0.001,1,0.76,722,0.89
0.0001,"(50, 50)",adaptive,0.01,0.7,0.76,722,0.88
0.0001,"(25, 50)",constant,0.001,1,0.76,722,0.88
1E-05,50,constant,0.005,0.9,0.76,722,0.88
1E-05,"(75, 25)",constant,0.01,0.8,0.76,722,0.88
1E-05,"(50, 100)",constant,0.005,0.9,0.76,722,0.88
1E-05,"(50, 50)",constant,0.001,1,0.76,722,0.88
1E-05,"(50, 25)",constant,0.005,0.9,0.76,722,0.88
1E-06,"(100, 25)",constant,0.001,1,0.76,722,0.88
1E-06,"(100, 25)",adaptive,0.001,1,0.76,722,0.88
1E-07,"(100, 100)",constant,0.001,1,0.76,722,0.88
1E-07,"(75, 100)",constant,0.001,1,0.76,722,0.88
1E-07,"(50, 50)",adaptive,0.001,1,0.76,722,0.88
0,"(100, 75)",adaptive,0.0005,1,0.76,722,0.88
0.0001,"(75, 100)",constant,0.001,1,0.76,722,0.87
1E-05,"(100, 25)",adaptive,0.001,1,0.76,722,0.87
1E-06,75,constant,0.001,1,0.76,722,0.87
1E-05,"(25, 50)",adaptive,0.01,0.8,0.76,722,0.86
0,"(50, 25)",adaptive,0.001,1,0.76,722,0.86
0,"(25, 100)",constant,0.005,0.9,0.76,722,0.86
0.0001,"(50, 25)",constant,0.005,0.9,0.76,722,0.85
1E-07,100,adaptive,0.001,1,0.76,722,0.85
1E-05,"(25, 50)",constant,0.001,1,0.76,722,0.84
1E-05,"(25, 50)",adaptive,0.01,0.7,0.76,722,0.84
0.0001,"(25, 50)",adaptive,0.01,0.8,0.76,722,0.83
1E-05,"(75, 50)",constant,0.001,1,0.76,722,0.83
1E-06,100,adaptive,0.001,1,0.76,722,0.83
1E-06,"(75, 50)",adaptive,0.01,0.7,0.76,722,0.83
1E-06,"(25, 50)",adaptive,0.001,1,0.76,722,0.83
0,50,adaptive,0.001,1,0.76,722,0.83
1E-06,"(25, 75)",adaptive,0.01,0.8,0.76,722,0.82
1E-05,"(25, 100)",constant,0.001,1,0.76,722,0.81
1E-07,"(25, 25)",constant,0.001,1,0.76,722,0.81
0.0001,"(25, 25)",constant,0.01,0.8,0.76,722,0.77
1E-05,"(75, 50)",constant,0.0005,1,0.76,722,0.77
1E-06,"(50, 100)",constant,0.0005,1,0.76,722,0.76
0.0001,"(100, 50)",adaptive,0.0005,1,0.76,722,0.75
1E-06,"(25, 75)",constant,0.0005,1,0.76,722,0.75
1E-07,75,adaptive,0.001,1,0.76,722,0.74
1E-05,"(100, 25)",constant,0.01,0.8,0.72,831,0.97
1E-07,"(25, 25)",adaptive,0.01,0.9,0.72,831,0.96
1E-06,"(25, 25)",adaptive,0.01,0.9,0.72,831,0.95
0,50,constant,0.01,0.9,0.72,831,0.94
0,50,adaptive,0.01,0.9,0.72,831,0.94
0,"(100, 75)",constant,0.005,0.9,0.72,831,0.94
0.0001,"(100, 100)",constant,0.005,0.9,0.72,831,0.93
0.0001,"(50, 100)",constant,0.001,1,0.72,831,0.93
0.0001,"(25, 100)",adaptive,0.005,0.9,0.72,831,0.93
0.0001,"(25, 75)",adaptive,0.01,0.8,0.72,831,0.93
1E-05,"(100, 50)",constant,0.005,0.9,0.72,831,0.93
1E-07,"(100, 100)",constant,0.005,0.9,0.72,831,0.93
0,"(75, 100)",constant,0.01,0.8,0.72,831,0.93
0,"(75, 50)",constant,0.01,0.8,0.72,831,0.93
0.0001,"(100, 50)",constant,0.001,1,0.72,831,0.92
0.0001,"(100, 50)",adaptive,0.001,1,0.72,831,0.92
0.0001,"(50, 25)",adaptive,0.01,0.8,0.72,831,0.92
1E-05,"(75, 25)",adaptive,0.005,0.9,0.72,831,0.92
1E-06,75,adaptive,0.01,0.9,0.72,831,0.92
1E-06,"(75, 75)",adaptive,0.005,0.9,0.72,831,0.92
1E-07,"(50, 100)",adaptive,0.005,0.9,0.72,831,0.92
0,25,constant,0.01,0.9,0.72,831,0.92
0,"(100, 75)",constant,0.001,1,0.72,831,0.92
0,"(75, 50)",constant,0.001,1,0.72,831,0.92
0,"(50, 100)",constant,0.005,0.9,0.72,831,0.92
0,"(25, 75)",constant,0.005,0.9,0.72,831,0.92
0.0001,"(75, 100)",constant,0.005,0.9,0.72,831,0.91
0.0001,"(25, 100)",adaptive,0.001,1,0.72,831,0.91
1E-05,25,constant,0.01,0.9,0.72,831,0.91
1E-05,"(100, 75)",constant,0.005,0.9,0.72,831,0.91
1E-05,"(100, 75)",adaptive,0.01,0.8,0.72,831,0.91
1E-05,"(25, 75)",constant,0.005,0.9,0.72,831,0.91
1E-05,"(25, 25)",constant,0.005,0.9,0.72,831,0.91
1E-06,"(75, 75)",constant,0.005,0.9,0.72,831,0.91
1E-06,"(75, 50)",adaptive,0.01,0.8,0.72,831,0.91
1E-06,"(50, 100)",constant,0.01,0.8,0.72,831,0.91
1E-07,"(75, 100)",constant,0.005,0.9,0.72,831,0.91
1E-07,"(25, 50)",constant,0.005,0.9,0.72,831,0.91
0,"(75, 50)",adaptive,0.01,0.8,0.72,831,0.91
0,"(50, 50)",constant,0.01,0.8,0.72,831,0.91
0.0001,"(75, 50)",constant,0.01,0.8,0.72,831,0.9
0.0001,"(50, 75)",constant,0.001,1,0.72,831,0.9
0.0001,"(50, 50)",adaptive,0.01,0.8,0.72,831,0.9
1E-05,"(75, 100)",adaptive,0.001,1,0.72,831,0.9
1E-05,"(50, 75)",adaptive,0.005,0.9,0.72,831,0.9
1E-06,50,constant,0.01,0.9,0.72,831,0.9
1E-06,"(50, 75)",adaptive,0.01,0.8,0.72,831,0.9
1E-07,"(100, 100)",adaptive,0.005,0.9,0.72,831,0.9
1E-07,"(100, 25)",adaptive,0.01,0.7,0.72,831,0.9
0.0001,"(100, 100)",constant,0.001,1,0.72,831,0.89
0.0001,"(75, 75)",adaptive,0.01,0.8,0.72,831,0.89
0.0001,"(50, 100)",constant,0.005,0.9,0.72,831,0.89
1E-05,"(100, 100)",adaptive,0.001,1,0.72,831,0.89
1E-05,"(50, 100)",adaptive,0.001,1,0.72,831,0.89
1E-05,"(50, 50)",constant,0.01,0.8,0.72,831,0.89
1E-06,"(50, 50)",constant,0.005,0.9,0.72,831,0.89
1E-07,"(75, 50)",constant,0.005,0.9,0.72,831,0.89
1E-07,"(25, 75)",adaptive,0.01,0.8,0.72,831,0.89
0,"(100, 75)",adaptive,0.001,1,0.72,831,0.89
0,"(75, 75)",adaptive,0.001,1,0.72,831,0.89
0,"(75, 75)",adaptive,0.01,0.8,0.72,831,0.89
0.0001,"(100, 25)",constant,0.01,0.8,0.72,831,0.88
0.0001,"(75, 50)",adaptive,0.001,1,0.72,831,0.88
0.0001,"(50, 100)",adaptive,0.005,0.9,0.72,831,0.88
0,"(100, 50)",adaptive,0.005,0.9,0.72,831,0.88
0,"(75, 50)",adaptive,0.005,0.9,0.72,831,0.88
0,"(50, 75)",adaptive,0.01,0.8,0.72,831,0.88
0.0001,"(75, 25)",constant,0.001,1,0.72,831,0.87
0.0001,"(75, 25)",constant,0.01,0.7,0.72,831,0.87
0.0001,"(25, 100)",constant,0.005,0.9,0.72,831,0.87
0.0001,"(25, 100)",adaptive,0.01,0.8,0.72,831,0.87
1E-06,"(25, 75)",constant,0.001,1,0.72,831,0.87
1E-07,"(100, 50)",adaptive,0.001,1,0.72,831,0.87
1E-07,"(50, 25)",adaptive,0.01,0.8,0.72,831,0.87
1E-07,"(25, 50)",adaptive,0.001,1,0.72,831,0.87
0.0001,"(25, 50)",constant,0.005,0.9,0.72,831,0.86
1E-05,100,adaptive,0.001,1,0.72,831,0.86
1E-05,"(75, 25)",adaptive,0.01,0.8,0.72,831,0.86
1E-05,"(50, 25)",constant,0.01,0.8,0.72,831,0.86
1E-05,"(25, 75)",constant,0.01,0.8,0.72,831,0.86
1E-05,"(25, 75)",adaptive,0.001,1,0.72,831,0.86
1E-06,"(50, 75)",constant,0.01,0.8,0.72,831,0.86
1E-06,"(25, 25)",constant,0.01,0.9,0.72,831,0.86
1E-05,"(75, 50)",adaptive,0.001,1,0.72,831,0.85
1E-05,"(25, 50)",constant,0.005,0.9,0.72,831,0.85
1E-06,"(25, 50)",adaptive,0.01,0.8,0.72,831,0.85
1E-06,"(25, 25)",constant,0.001,1,0.72,831,0.85
1E-07,"(75, 75)",constant,0.005,0.9,0.72,831,0.85
1E-07,"(75, 75)",adaptive,0.005,0.9,0.72,831,0.85
1E-07,"(50, 50)",adaptive,0.01,0.8,0.72,831,0.85
0,"(75, 50)",adaptive,0.01,0.7,0.72,831,0.85
0,"(50, 50)",adaptive,0.001,1,0.72,831,0.85
0,"(25, 100)",adaptive,0.005,0.9,0.72,831,0.85
0.0001,"(75, 75)",adaptive,0.001,1,0.72,831,0.84
1E-06,100,constant,0.0005,1,0.72,831,0.84
1E-06,"(50, 75)",constant,0.005,0.9,0.72,831,0.84
0,"(100, 100)",adaptive,0.01,0.6,0.72,831,0.84
0,"(50, 100)",adaptive,0.01,0.7,0.72,831,0.84
0.0001,25,constant,0.01,0.9,0.72,831,0.83
1E-05,"(25, 75)",adaptive,0.01,0.8,0.72,831,0.83
1E-07,"(25, 100)",constant,0.001,1,0.72,831,0.83
1E-05,"(100, 100)",adaptive,0.0005,1,0.72,831,0.82
1E-05,"(50, 25)",constant,0.01,0.7,0.72,831,0.82
1E-05,"(50, 25)",adaptive,0.01,0.7,0.72,831,0.82
1E-06,25,adaptive,0.001,1,0.72,831,0.82
0,"(25, 100)",adaptive,0.01,0.8,0.72,831,0.82
0.0001,100,adaptive,0.001,1,0.72,831,0.81
0.0001,"(50, 100)",adaptive,0.005,0.8,0.72,831,0.81
0.0001,"(50, 25)",constant,0.001,1,0.72,831,0.81
1E-06,"(25, 100)",adaptive,0.001,1,0.72,831,0.81
1E-07,"(100, 75)",adaptive,0.0005,1,0.72,831,0.81
1E-07,"(25, 25)",adaptive,0.0005,1,0.72,831,0.8
0,"(25, 50)",adaptive,0.005,0.9,0.72,831,0.8
0,"(25, 100)",constant,0.01,0.8,0.72,831,0.79
0.0001,"(50, 25)",adaptive,0.01,0.7,0.72,831,0.78
1E-05,"(100, 100)",constant,0.01,0.5,0.72,831,0.78
0.0001,75,constant,0.01,0.6,0.72,831,0.77
1E-06,25,constant,0.005,0.9,0.72,831,0.77
0.0001,"(100, 25)",adaptive,0.005,0.9,0.72,831,0.76
1E-05,"(100, 25)",adaptive,0.005,0.9,0.72,831,0.76
0.0001,"(25, 25)",adaptive,0.01,0.7,0.72,831,0.75
0,"(25, 25)",constant,0.01,0.8,0.72,831,0.75
0.0001,"(50, 75)",adaptive,0.0005,1,0.72,831,0.74
1E-06,"(25, 25)",constant,0.005,0.9,0.72,831,0.72
0,"(75, 50)",constant,0.01,0.6,0.72,831,0.71
0.0001,"(50, 75)",adaptive,0.005,0.9,0.68,956,0.94
1E-07,"(100, 25)",adaptive,0.01,0.8,0.68,956,0.92
0.0001,"(100, 25)",constant,0.005,0.9,0.68,956,0.91
1E-05,25,adaptive,0.01,0.9,0.68,956,0.91
1E-05,"(50, 100)",constant,0.01,0.8,0.68,956,0.91
1E-05,"(25, 100)",constant,0.01,0.8,0.68,956,0.91
1E-06,"(100, 50)",adaptive,0.005,0.9,0.68,956,0.91
1E-06,"(100, 25)",adaptive,0.005,0.9,0.68,956,0.91
1E-07,"(75, 100)",adaptive,0.01,0.8,0.68,956,0.91
1E-07,"(75, 75)",adaptive,0.01,0.8,0.68,956,0.91
0,"(75, 75)",adaptive,0.005,0.9,0.68,956,0.91
1E-05,"(50, 75)",adaptive,0.01,0.8,0.68,956,0.9
1E-06,"(100, 100)",constant,0.01,0.7,0.68,956,0.9
1E-06,"(100, 50)",constant,0.005,0.9,0.68,956,0.9
1E-07,"(50, 75)",constant,0.001,1,0.68,956,0.9
1E-07,"(50, 75)",constant,0.005,0.9,0.68,956,0.9
0,"(75, 100)",adaptive,0.01,0.8,0.68,956,0.9
0,"(75, 25)",adaptive,0.01,0.8,0.68,956,0.9
0,"(50, 75)",adaptive,0.005,0.9,0.68,956,0.9
1E-05,"(25, 75)",adaptive,0.005,0.9,0.68,956,0.89
1E-06,"(100, 75)",adaptive,0.01,0.7,0.68,956,0.89
1E-06,"(25, 100)",adaptive,0.005,0.9,0.68,956,0.89
1E-06,"(25, 75)",constant,0.005,0.9,0.68,956,0.89
1E-07,"(50, 100)",constant,0.005,0.9,0.68,956,0.89
0,"(50, 100)",adaptive,0.005,0.9,0.68,956,0.89
0,"(50, 75)",constant,0.01,0.8,0.68,956,0.89
0.0001,"(100, 75)",constant,0.01,0.8,0.68,956,0.88
0.0001,"(75, 50)",constant,0.001,1,0.68,956,0.88
0.0001,"(50, 50)",constant,0.01,0.8,0.68,956,0.88
